date,state,substance,deaths
2017-07-01,IA,opioid,16.0
2017-08-01,IA,opioid,16.0
2017-09-01,IA,opioid,19.0
2017-10-01,IA,opioid,19.0
2017-11-01,IA,opioid,19.0
2017-12-01,IA,opioid,17.0
2018-01-01,IA,opioid,16.0
2018-02-01,IA,opioid,15.0
2018-03-01,IA,opioid,16.0
2018-04-01,IA,opioid,18.0
2018-05-01,IA,opioid,16.0
2018-06-01,IA,opioid,15.0
2018-07-01,IA,opioid,13.0
2018-08-01,IA,opioid,12.0
2018-10-01,IA,opioid,10.0
2018-12-01,IA,opioid,10.0
2019-02-01,IA,opioid,10.0
2019-03-01,IA,opioid,11.0
2019-04-01,IA,opioid,10.0
2019-05-01,IA,opioid,10.0
2019-06-01,IA,opioid,10.0
2019-07-01,IA,opioid,10.0
2019-08-01,IA,opioid,10.0
2019-09-01,IA,opioid,11.0
2019-10-01,IA,opioid,10.0
2019-11-01,IA,opioid,10.0
2019-12-01,IA,opioid,11.0
2020-01-01,IA,opioid,11.0
2020-02-01,IA,opioid,11.0
2020-07-01,IA,opioid,10.0
2020-08-01,IA,opioid,11.0
2020-09-01,IA,opioid,11.0
2020-10-01,IA,opioid,12.0
2020-11-01,IA,opioid,12.0
2020-12-01,IA,opioid,12.0
2021-01-01,IA,opioid,13.0
2021-02-01,IA,opioid,12.0
2021-03-01,IA,opioid,12.0
2021-04-01,IA,opioid,12.0
2021-05-01,IA,opioid,12.0
2021-06-01,IA,opioid,10.0
2021-07-01,IA,opioid,12.0
2021-08-01,IA,opioid,11.0
2021-09-01,IA,opioid,12.0
2021-10-01,IA,opioid,14.0
2021-11-01,IA,opioid,14.0
2021-12-01,IA,opioid,16.0
2022-01-01,IA,opioid,15.0
2022-02-01,IA,opioid,15.0
2022-03-01,IA,opioid,14.0
2022-04-01,IA,opioid,15.0
2022-05-01,IA,opioid,14.0
2022-06-01,IA,opioid,14.0
2022-07-01,IA,opioid,11.0
2022-08-01,IA,opioid,12.0
2022-09-01,IA,opioid,12.0
2024-02-01,IA,opioid,10.0
2024-03-01,IA,opioid,11.0
2024-04-01,IA,opioid,11.0
2024-05-01,IA,opioid,10.0
2024-09-01,IA,opioid,10.0
2024-10-01,IA,opioid,10.0
2024-11-01,IA,opioid,11.0
2024-12-01,IA,opioid,15.0
2025-01-01,IA,opioid,12.0
2025-02-01,IA,opioid,10.0
2025-03-01,IA,opioid,11.0
2025-04-01,IA,opioid,12.0
2025-05-01,IA,opioid,12.0
2025-06-01,IA,opioid,12.0
2025-07-01,IA,opioid,11.0
2025-08-01,IA,opioid,11.0
2025-09-01,IA,opioid,10.0
2025-10-01,IA,opioid,10.0
2015-01-01,IA,opioid,88.0
2015-02-01,IA,opioid,89.0
2015-03-01,IA,opioid,85.0
2015-04-01,IA,opioid,80.0
2015-05-01,IA,opioid,77.0
2015-06-01,IA,opioid,79.0
2015-07-01,IA,opioid,76.0
2015-08-01,IA,opioid,79.0
2015-09-01,IA,opioid,83.0
2015-10-01,IA,opioid,79.0
2015-11-01,IA,opioid,74.0
2015-12-01,IA,opioid,75.0
2016-01-01,IA,opioid,77.0
2016-02-01,IA,opioid,75.0
2016-05-01,IA,opioid,86.0
2016-06-01,IA,opioid,85.0
2016-07-01,IA,opioid,88.0
2016-08-01,IA,opioid,87.0
2016-09-01,IA,opioid,86.0
2016-10-01,IA,opioid,89.0
2016-11-01,IA,opioid,87.0
2016-12-01,IA,opioid,85.0
2017-01-01,IA,opioid,88.0
2017-02-01,IA,opioid,88.0
2017-03-01,IA,opioid,86.0
2017-04-01,IA,opioid,81.0
2017-05-01,IA,opioid,85.0
2017-06-01,IA,opioid,84.0
2017-07-01,IA,opioid,83.0
2017-08-01,IA,opioid,86.0
2017-09-01,IA,opioid,84.0
2017-10-01,IA,opioid,82.0
2017-11-01,IA,opioid,93.0
2017-12-01,IA,opioid,91.0
2018-01-01,IA,opioid,92.0
2018-02-01,IA,opioid,90.0
2018-03-01,IA,opioid,89.0
2018-04-01,IA,opioid,84.0
2018-05-01,IA,opioid,75.0
2018-06-01,IA,opioid,71.0
2018-07-01,IA,opioid,69.0
2018-08-01,IA,opioid,64.0
2018-09-01,IA,opioid,66.0
2018-10-01,IA,opioid,64.0
2018-11-01,IA,opioid,53.0
2018-12-01,IA,opioid,53.0
2019-01-01,IA,opioid,50.0
2019-02-01,IA,opioid,47.0
2019-03-01,IA,opioid,48.0
2019-04-01,IA,opioid,51.0
2019-05-01,IA,opioid,51.0
2019-06-01,IA,opioid,53.0
2019-07-01,IA,opioid,54.0
2019-08-01,IA,opioid,52.0
2019-09-01,IA,opioid,49.0
2019-10-01,IA,opioid,49.0
2019-11-01,IA,opioid,51.0
2019-12-01,IA,opioid,53.0
2020-01-01,IA,opioid,49.0
2020-02-01,IA,opioid,52.0
2020-03-01,IA,opioid,52.0
2020-04-01,IA,opioid,56.0
2020-05-01,IA,opioid,55.0
2020-06-01,IA,opioid,54.0
2020-07-01,IA,opioid,51.0
2020-08-01,IA,opioid,49.0
2020-09-01,IA,opioid,52.0
2020-10-01,IA,opioid,56.0
2020-11-01,IA,opioid,56.0
2020-12-01,IA,opioid,54.0
2021-01-01,IA,opioid,56.0
2021-02-01,IA,opioid,54.0
2021-03-01,IA,opioid,56.0
2021-04-01,IA,opioid,52.0
2021-05-01,IA,opioid,57.0
2021-06-01,IA,opioid,62.0
2021-07-01,IA,opioid,67.0
2021-08-01,IA,opioid,67.0
2021-09-01,IA,opioid,63.0
2021-10-01,IA,opioid,61.0
2021-11-01,IA,opioid,60.0
2021-12-01,IA,opioid,67.0
2022-01-01,IA,opioid,68.0
2022-02-01,IA,opioid,67.0
2022-03-01,IA,opioid,64.0
2022-04-01,IA,opioid,61.0
2022-05-01,IA,opioid,61.0
2022-06-01,IA,opioid,58.0
2022-07-01,IA,opioid,54.0
2022-08-01,IA,opioid,57.0
2022-09-01,IA,opioid,56.0
2022-10-01,IA,opioid,58.0
2022-11-01,IA,opioid,61.0
2022-12-01,IA,opioid,55.0
2023-01-01,IA,opioid,56.0
2023-02-01,IA,opioid,56.0
2023-03-01,IA,opioid,54.0
2023-04-01,IA,opioid,62.0
2023-05-01,IA,opioid,60.0
2023-06-01,IA,opioid,59.0
2023-07-01,IA,opioid,65.0
2023-08-01,IA,opioid,64.0
2023-09-01,IA,opioid,68.0
2023-10-01,IA,opioid,64.0
2023-11-01,IA,opioid,66.0
2023-12-01,IA,opioid,65.0
2024-01-01,IA,opioid,62.0
2024-02-01,IA,opioid,63.0
2024-03-01,IA,opioid,66.0
2024-04-01,IA,opioid,63.0
2024-05-01,IA,opioid,60.0
2024-06-01,IA,opioid,58.0
2024-07-01,IA,opioid,55.0
2024-08-01,IA,opioid,56.0
2024-09-01,IA,opioid,51.0
2024-10-01,IA,opioid,51.0
2024-11-01,IA,opioid,47.0
2024-12-01,IA,opioid,54.0
2025-01-01,IA,opioid,57.0
2025-02-01,IA,opioid,58.0
2025-03-01,IA,opioid,56.0
2025-04-01,IA,opioid,59.0
2025-05-01,IA,opioid,58.0
2025-06-01,IA,opioid,58.0
2025-07-01,IA,opioid,56.0
2025-08-01,IA,opioid,54.0
2025-09-01,IA,opioid,53.0
2025-10-01,IA,opioid,55.0
2015-01-01,IA,opioid,102.0
2015-02-01,IA,opioid,102.0
2015-03-01,IA,opioid,98.0
2015-04-01,IA,opioid,93.0
2015-05-01,IA,opioid,91.0
2015-06-01,IA,opioid,92.0
2015-07-01,IA,opioid,91.0
2015-08-01,IA,opioid,93.0
2015-09-01,IA,opioid,97.0
2015-10-01,IA,opioid,92.0
2015-11-01,IA,opioid,90.0
2015-12-01,IA,opioid,92.0
2016-01-01,IA,opioid,92.0
2016-02-01,IA,opioid,90.0
2016-05-01,IA,opioid,103.0
2016-06-01,IA,opioid,103.0
2016-07-01,IA,opioid,104.0
2016-08-01,IA,opioid,103.0
2016-09-01,IA,opioid,100.0
2016-10-01,IA,opioid,102.0
2016-11-01,IA,opioid,98.0
2016-12-01,IA,opioid,95.0
2017-01-01,IA,opioid,99.0
2017-02-01,IA,opioid,99.0
2017-03-01,IA,opioid,98.0
2017-04-01,IA,opioid,90.0
2017-05-01,IA,opioid,96.0
2017-06-01,IA,opioid,96.0
2017-07-01,IA,opioid,95.0
2017-08-01,IA,opioid,97.0
2017-09-01,IA,opioid,97.0
2017-10-01,IA,opioid,95.0
2017-11-01,IA,opioid,105.0
2017-12-01,IA,opioid,101.0
2018-01-01,IA,opioid,102.0
2018-02-01,IA,opioid,100.0
2018-03-01,IA,opioid,100.0
2018-04-01,IA,opioid,97.0
2018-05-01,IA,opioid,86.0
2018-06-01,IA,opioid,81.0
2018-07-01,IA,opioid,78.0
2018-08-01,IA,opioid,73.0
2018-09-01,IA,opioid,73.0
2018-10-01,IA,opioid,72.0
2018-11-01,IA,opioid,61.0
2018-12-01,IA,opioid,63.0
2019-01-01,IA,opioid,59.0
2019-02-01,IA,opioid,56.0
2019-03-01,IA,opioid,56.0
2019-04-01,IA,opioid,58.0
2019-05-01,IA,opioid,58.0
2019-06-01,IA,opioid,60.0
2019-07-01,IA,opioid,61.0
2019-08-01,IA,opioid,59.0
2019-09-01,IA,opioid,57.0
2019-10-01,IA,opioid,56.0
2019-11-01,IA,opioid,58.0
2019-12-01,IA,opioid,60.0
2020-01-01,IA,opioid,56.0
2020-02-01,IA,opioid,60.0
2020-03-01,IA,opioid,60.0
2020-04-01,IA,opioid,63.0
2020-05-01,IA,opioid,62.0
2020-06-01,IA,opioid,62.0
2020-07-01,IA,opioid,60.0
2020-08-01,IA,opioid,59.0
2020-09-01,IA,opioid,62.0
2020-10-01,IA,opioid,67.0
2020-11-01,IA,opioid,67.0
2020-12-01,IA,opioid,66.0
2021-01-01,IA,opioid,69.0
2021-02-01,IA,opioid,66.0
2021-03-01,IA,opioid,68.0
2021-04-01,IA,opioid,64.0
2021-05-01,IA,opioid,68.0
2021-06-01,IA,opioid,71.0
2021-07-01,IA,opioid,78.0
2021-08-01,IA,opioid,77.0
2021-09-01,IA,opioid,74.0
2021-10-01,IA,opioid,74.0
2021-11-01,IA,opioid,73.0
2021-12-01,IA,opioid,82.0
2022-01-01,IA,opioid,82.0
2022-02-01,IA,opioid,81.0
2022-03-01,IA,opioid,77.0
2022-04-01,IA,opioid,75.0
2022-05-01,IA,opioid,75.0
2022-06-01,IA,opioid,72.0
2022-07-01,IA,opioid,65.0
2022-08-01,IA,opioid,69.0
2022-09-01,IA,opioid,66.0
2022-10-01,IA,opioid,65.0
2022-11-01,IA,opioid,68.0
2022-12-01,IA,opioid,58.0
2023-01-01,IA,opioid,60.0
2023-02-01,IA,opioid,61.0
2023-03-01,IA,opioid,59.0
2023-04-01,IA,opioid,66.0
2023-05-01,IA,opioid,65.0
2023-06-01,IA,opioid,65.0
2023-07-01,IA,opioid,72.0
2023-08-01,IA,opioid,71.0
2023-09-01,IA,opioid,75.0
2023-10-01,IA,opioid,71.0
2023-11-01,IA,opioid,73.0
2023-12-01,IA,opioid,71.0
2024-01-01,IA,opioid,70.0
2024-02-01,IA,opioid,72.0
2024-03-01,IA,opioid,75.0
2024-04-01,IA,opioid,72.0
2024-05-01,IA,opioid,68.0
2024-06-01,IA,opioid,65.0
2024-07-01,IA,opioid,62.0
2024-08-01,IA,opioid,62.0
2024-09-01,IA,opioid,58.0
2024-10-01,IA,opioid,59.0
2024-11-01,IA,opioid,55.0
2024-12-01,IA,opioid,64.0
2025-01-01,IA,opioid,64.0
2025-02-01,IA,opioid,64.0
2025-03-01,IA,opioid,64.0
2025-04-01,IA,opioid,68.0
2025-05-01,IA,opioid,67.0
2025-06-01,IA,opioid,67.0
2025-07-01,IA,opioid,64.0
2025-08-01,IA,opioid,62.0
2025-09-01,IA,opioid,60.0
2025-10-01,IA,opioid,61.0
2015-01-01,IA,opioid,122.0
2015-02-01,IA,opioid,122.0
2015-03-01,IA,opioid,120.0
2015-04-01,IA,opioid,119.0
2015-05-01,IA,opioid,116.0
2015-06-01,IA,opioid,117.0
2015-07-01,IA,opioid,116.0
2015-08-01,IA,opioid,117.0
2015-09-01,IA,opioid,125.0
2015-10-01,IA,opioid,123.0
2015-11-01,IA,opioid,121.0
2015-12-01,IA,opioid,121.0
2016-01-01,IA,opioid,124.0
2016-02-01,IA,opioid,122.0
2016-05-01,IA,opioid,137.0
2016-06-01,IA,opioid,138.0
2016-07-01,IA,opioid,142.0
2016-08-01,IA,opioid,142.0
2016-09-01,IA,opioid,137.0
2016-10-01,IA,opioid,136.0
2016-11-01,IA,opioid,135.0
2016-12-01,IA,opioid,134.0
2017-01-01,IA,opioid,141.0
2017-02-01,IA,opioid,147.0
2017-03-01,IA,opioid,150.0
2017-04-01,IA,opioid,142.0
2017-05-01,IA,opioid,147.0
2017-06-01,IA,opioid,147.0
2017-07-01,IA,opioid,145.0
2017-08-01,IA,opioid,148.0
2017-09-01,IA,opioid,149.0
2017-10-01,IA,opioid,155.0
2017-11-01,IA,opioid,167.0
2017-12-01,IA,opioid,168.0
2018-01-01,IA,opioid,167.0
2018-02-01,IA,opioid,164.0
2018-03-01,IA,opioid,162.0
2018-04-01,IA,opioid,159.0
2018-05-01,IA,opioid,147.0
2018-06-01,IA,opioid,148.0
2018-07-01,IA,opioid,144.0
2018-08-01,IA,opioid,141.0
2018-09-01,IA,opioid,145.0
2018-10-01,IA,opioid,139.0
2018-11-01,IA,opioid,128.0
2018-12-01,IA,opioid,125.0
2019-01-01,IA,opioid,123.0
2019-02-01,IA,opioid,117.0
2019-03-01,IA,opioid,117.0
2019-04-01,IA,opioid,119.0
2019-05-01,IA,opioid,121.0
2019-06-01,IA,opioid,121.0
2019-07-01,IA,opioid,125.0
2019-08-01,IA,opioid,125.0
2019-09-01,IA,opioid,129.0
2019-10-01,IA,opioid,134.0
2019-11-01,IA,opioid,138.0
2019-12-01,IA,opioid,144.0
2020-01-01,IA,opioid,142.0
2020-02-01,IA,opioid,157.0
2020-03-01,IA,opioid,160.0
2020-04-01,IA,opioid,170.0
2020-05-01,IA,opioid,180.0
2020-06-01,IA,opioid,188.0
2020-07-01,IA,opioid,190.0
2020-08-01,IA,opioid,188.0
2020-09-01,IA,opioid,192.0
2020-10-01,IA,opioid,201.0
2020-11-01,IA,opioid,206.0
2020-12-01,IA,opioid,207.0
2021-01-01,IA,opioid,213.0
2021-02-01,IA,opioid,204.0
2021-03-01,IA,opioid,213.0
2021-04-01,IA,opioid,213.0
2021-05-01,IA,opioid,218.0
2021-06-01,IA,opioid,222.0
2021-07-01,IA,opioid,235.0
2021-08-01,IA,opioid,249.0
2021-09-01,IA,opioid,244.0
2021-10-01,IA,opioid,238.0
2021-11-01,IA,opioid,232.0
2021-12-01,IA,opioid,250.0
2022-01-01,IA,opioid,254.0
2022-02-01,IA,opioid,262.0
2022-03-01,IA,opioid,266.0
2022-04-01,IA,opioid,264.0
2022-05-01,IA,opioid,256.0
2022-06-01,IA,opioid,251.0
2022-07-01,IA,opioid,243.0
2022-08-01,IA,opioid,242.0
2022-09-01,IA,opioid,235.0
2022-10-01,IA,opioid,246.0
2022-11-01,IA,opioid,257.0
2022-12-01,IA,opioid,234.0
2023-01-01,IA,opioid,237.0
2023-02-01,IA,opioid,228.0
2023-03-01,IA,opioid,222.0
2023-04-01,IA,opioid,228.0
2023-05-01,IA,opioid,233.0
2023-06-01,IA,opioid,233.0
2023-07-01,IA,opioid,244.0
2023-08-01,IA,opioid,245.0
2023-09-01,IA,opioid,253.0
2023-10-01,IA,opioid,234.0
2023-11-01,IA,opioid,228.0
2023-12-01,IA,opioid,238.0
2024-01-01,IA,opioid,231.0
2024-02-01,IA,opioid,235.0
2024-03-01,IA,opioid,232.0
2024-04-01,IA,opioid,219.0
2024-05-01,IA,opioid,211.0
2024-06-01,IA,opioid,207.0
2024-07-01,IA,opioid,194.0
2024-08-01,IA,opioid,180.0
2024-09-01,IA,opioid,170.0
2024-10-01,IA,opioid,177.0
2024-11-01,IA,opioid,171.0
2024-12-01,IA,opioid,171.0
2025-01-01,IA,opioid,170.0
2025-02-01,IA,opioid,165.0
2025-03-01,IA,opioid,166.0
2025-04-01,IA,opioid,166.0
2025-05-01,IA,opioid,155.0
2025-06-01,IA,opioid,149.0
2025-07-01,IA,opioid,146.0
2025-08-01,IA,opioid,150.0
2025-09-01,IA,opioid,146.0
2025-10-01,IA,opioid,138.0
2015-01-01,IA,stimulant,46.0
2015-02-01,IA,stimulant,48.0
2015-03-01,IA,stimulant,51.0
2015-04-01,IA,stimulant,47.0
2015-05-01,IA,stimulant,48.0
2015-06-01,IA,stimulant,51.0
2015-07-01,IA,stimulant,55.0
2015-08-01,IA,stimulant,55.0
2015-09-01,IA,stimulant,60.0
2015-10-01,IA,stimulant,60.0
2015-11-01,IA,stimulant,58.0
2015-12-01,IA,stimulant,62.0
2016-01-01,IA,stimulant,61.0
2016-02-01,IA,stimulant,62.0
2016-05-01,IA,stimulant,73.0
2016-06-01,IA,stimulant,71.0
2016-07-01,IA,stimulant,68.0
2016-08-01,IA,stimulant,73.0
2016-09-01,IA,stimulant,74.0
2016-10-01,IA,stimulant,76.0
2016-11-01,IA,stimulant,81.0
2016-12-01,IA,stimulant,78.0
2017-01-01,IA,stimulant,81.0
2017-02-01,IA,stimulant,82.0
2017-03-01,IA,stimulant,89.0
2017-04-01,IA,stimulant,85.0
2017-05-01,IA,stimulant,87.0
2017-06-01,IA,stimulant,90.0
2017-07-01,IA,stimulant,92.0
2017-08-01,IA,stimulant,94.0
2017-09-01,IA,stimulant,94.0
2017-10-01,IA,stimulant,96.0
2017-11-01,IA,stimulant,93.0
2017-12-01,IA,stimulant,96.0
2018-01-01,IA,stimulant,97.0
2018-02-01,IA,stimulant,98.0
2018-03-01,IA,stimulant,97.0
2018-04-01,IA,stimulant,104.0
2018-05-01,IA,stimulant,101.0
2018-06-01,IA,stimulant,101.0
2018-07-01,IA,stimulant,102.0
2018-08-01,IA,stimulant,96.0
2018-09-01,IA,stimulant,94.0
2018-10-01,IA,stimulant,93.0
2018-11-01,IA,stimulant,91.0
2018-12-01,IA,stimulant,94.0
2019-01-01,IA,stimulant,101.0
2019-02-01,IA,stimulant,101.0
2019-03-01,IA,stimulant,102.0
2019-04-01,IA,stimulant,105.0
2019-05-01,IA,stimulant,109.0
2019-06-01,IA,stimulant,111.0
2019-07-01,IA,stimulant,127.0
2019-08-01,IA,stimulant,135.0
2019-09-01,IA,stimulant,145.0
2019-10-01,IA,stimulant,153.0
2019-11-01,IA,stimulant,161.0
2019-12-01,IA,stimulant,163.0
2020-01-01,IA,stimulant,158.0
2020-02-01,IA,stimulant,161.0
2020-03-01,IA,stimulant,164.0
2020-04-01,IA,stimulant,164.0
2020-05-01,IA,stimulant,163.0
2020-06-01,IA,stimulant,171.0
2020-07-01,IA,stimulant,162.0
2020-08-01,IA,stimulant,162.0
2020-09-01,IA,stimulant,159.0
2020-10-01,IA,stimulant,156.0
2020-11-01,IA,stimulant,163.0
2020-12-01,IA,stimulant,164.0
2021-01-01,IA,stimulant,163.0
2021-02-01,IA,stimulant,164.0
2021-03-01,IA,stimulant,167.0
2021-04-01,IA,stimulant,172.0
2021-05-01,IA,stimulant,176.0
2021-06-01,IA,stimulant,174.0
2021-07-01,IA,stimulant,183.0
2021-08-01,IA,stimulant,190.0
2021-09-01,IA,stimulant,188.0
2021-10-01,IA,stimulant,191.0
2021-11-01,IA,stimulant,185.0
2021-12-01,IA,stimulant,196.0
2022-01-01,IA,stimulant,205.0
2022-02-01,IA,stimulant,216.0
2022-03-01,IA,stimulant,217.0
2022-04-01,IA,stimulant,215.0
2022-05-01,IA,stimulant,212.0
2022-06-01,IA,stimulant,214.0
2022-07-01,IA,stimulant,205.0
2022-08-01,IA,stimulant,202.0
2022-09-01,IA,stimulant,207.0
2022-10-01,IA,stimulant,214.0
2022-11-01,IA,stimulant,221.0
2022-12-01,IA,stimulant,210.0
2023-01-01,IA,stimulant,208.0
2023-02-01,IA,stimulant,198.0
2023-03-01,IA,stimulant,199.0
2023-04-01,IA,stimulant,199.0
2023-05-01,IA,stimulant,206.0
2023-06-01,IA,stimulant,205.0
2023-07-01,IA,stimulant,217.0
2023-08-01,IA,stimulant,215.0
2023-09-01,IA,stimulant,223.0
2023-10-01,IA,stimulant,214.0
2023-11-01,IA,stimulant,219.0
2023-12-01,IA,stimulant,219.0
2024-01-01,IA,stimulant,223.0
2024-02-01,IA,stimulant,234.0
2024-03-01,IA,stimulant,238.0
2024-04-01,IA,stimulant,242.0
2024-05-01,IA,stimulant,235.0
2024-06-01,IA,stimulant,239.0
2024-07-01,IA,stimulant,233.0
2024-08-01,IA,stimulant,236.0
2024-09-01,IA,stimulant,231.0
2024-10-01,IA,stimulant,235.0
2024-11-01,IA,stimulant,233.0
2024-12-01,IA,stimulant,242.0
2025-01-01,IA,stimulant,235.0
2025-02-01,IA,stimulant,239.0
2025-03-01,IA,stimulant,248.0
2025-04-01,IA,stimulant,237.0
2025-05-01,IA,stimulant,245.0
2025-06-01,IA,stimulant,233.0
2025-07-01,IA,stimulant,234.0
2025-08-01,IA,stimulant,231.0
2025-09-01,IA,stimulant,224.0
2025-10-01,IA,stimulant,223.0
2022-02-01,ID,cocaine,10.0
2022-03-01,ID,cocaine,10.0
2022-04-01,ID,cocaine,10.0
2022-05-01,ID,cocaine,10.0
2022-06-01,ID,cocaine,10.0
2022-07-01,ID,cocaine,12.0
2022-08-01,ID,cocaine,13.0
2022-09-01,ID,cocaine,13.0
2022-10-01,ID,cocaine,14.0
2022-11-01,ID,cocaine,14.0
2022-12-01,ID,cocaine,13.0
2023-01-01,ID,cocaine,12.0
2023-02-01,ID,cocaine,12.0
2023-03-01,ID,cocaine,10.0
2023-04-01,ID,cocaine,10.0
2023-05-01,ID,cocaine,13.0
2023-06-01,ID,cocaine,12.0
2023-07-01,ID,cocaine,10.0
2023-08-01,ID,cocaine,10.0
2023-09-01,ID,cocaine,11.0
2023-10-01,ID,cocaine,15.0
2023-11-01,ID,cocaine,15.0
2023-12-01,ID,cocaine,17.0
2024-01-01,ID,cocaine,16.0
2024-02-01,ID,cocaine,16.0
2024-03-01,ID,cocaine,18.0
2024-04-01,ID,cocaine,17.0
2024-05-01,ID,cocaine,16.0
2024-06-01,ID,cocaine,19.0
2024-07-01,ID,cocaine,21.0
2024-08-01,ID,cocaine,20.0
2024-09-01,ID,cocaine,21.0
2024-10-01,ID,cocaine,16.0
2024-11-01,ID,cocaine,16.0
2024-12-01,ID,cocaine,15.0
2025-01-01,ID,cocaine,16.0
2025-02-01,ID,cocaine,17.0
2025-03-01,ID,cocaine,15.0
2025-04-01,ID,cocaine,15.0
2025-05-01,ID,cocaine,13.0
2025-06-01,ID,cocaine,12.0
2025-07-01,ID,cocaine,10.0
2025-08-01,ID,cocaine,13.0
2025-09-01,ID,cocaine,12.0
2025-10-01,ID,cocaine,14.0
2020-03-01,ID,opioid,32.0
2020-04-01,ID,opioid,28.0
2020-05-01,ID,opioid,34.0
2021-02-01,ID,opioid,36.0
2021-04-01,ID,opioid,35.0
2021-05-01,ID,opioid,32.0
2021-06-01,ID,opioid,33.0
2021-07-01,ID,opioid,33.0
2021-08-01,ID,opioid,27.0
2021-09-01,ID,opioid,24.0
2021-10-01,ID,opioid,22.0
2021-11-01,ID,opioid,23.0
2021-12-01,ID,opioid,19.0
2022-01-01,ID,opioid,18.0
2022-02-01,ID,opioid,18.0
2022-03-01,ID,opioid,18.0
2022-04-01,ID,opioid,16.0
2022-05-01,ID,opioid,13.0
2022-06-01,ID,opioid,10.0
2022-10-01,ID,opioid,10.0
2023-01-01,ID,opioid,10.0
2023-02-01,ID,opioid,10.0
2021-02-01,ID,opioid,13.0
2021-04-01,ID,opioid,16.0
2021-05-01,ID,opioid,14.0
2021-06-01,ID,opioid,13.0
2021-07-01,ID,opioid,13.0
2021-08-01,ID,opioid,13.0
2021-09-01,ID,opioid,11.0
2022-09-01,ID,opioid,10.0
2022-10-01,ID,opioid,10.0
2022-11-01,ID,opioid,11.0
2022-12-01,ID,opioid,13.0
2023-01-01,ID,opioid,12.0
2023-02-01,ID,opioid,12.0
2023-03-01,ID,opioid,11.0
2023-04-01,ID,opioid,10.0
2023-05-01,ID,opioid,10.0
2023-06-01,ID,opioid,10.0
2023-07-01,ID,opioid,10.0
2024-07-01,ID,opioid,10.0
2024-08-01,ID,opioid,10.0
2025-02-01,ID,opioid,11.0
2025-03-01,ID,opioid,11.0
2025-04-01,ID,opioid,11.0
2025-05-01,ID,opioid,11.0
2025-06-01,ID,opioid,10.0
2025-07-01,ID,opioid,10.0
2025-08-01,ID,opioid,10.0
2025-09-01,ID,opioid,10.0
2020-03-01,ID,opioid,74.0
2020-04-01,ID,opioid,75.0
2020-05-01,ID,opioid,79.0
2021-02-01,ID,opioid,90.0
2021-04-01,ID,opioid,88.0
2021-05-01,ID,opioid,82.0
2021-06-01,ID,opioid,84.0
2021-07-01,ID,opioid,82.0
2021-08-01,ID,opioid,83.0
2021-09-01,ID,opioid,83.0
2021-10-01,ID,opioid,82.0
2021-11-01,ID,opioid,87.0
2021-12-01,ID,opioid,85.0
2022-01-01,ID,opioid,90.0
2022-02-01,ID,opioid,87.0
2022-03-01,ID,opioid,89.0
2022-04-01,ID,opioid,85.0
2022-05-01,ID,opioid,85.0
2022-06-01,ID,opioid,82.0
2022-07-01,ID,opioid,82.0
2022-08-01,ID,opioid,82.0
2022-09-01,ID,opioid,79.0
2022-10-01,ID,opioid,76.0
2022-11-01,ID,opioid,66.0
2022-12-01,ID,opioid,69.0
2023-01-01,ID,opioid,62.0
2023-02-01,ID,opioid,60.0
2023-03-01,ID,opioid,57.0
2023-04-01,ID,opioid,61.0
2023-05-01,ID,opioid,63.0
2023-06-01,ID,opioid,65.0
2023-07-01,ID,opioid,63.0
2023-08-01,ID,opioid,62.0
2023-09-01,ID,opioid,63.0
2023-10-01,ID,opioid,67.0
2023-11-01,ID,opioid,69.0
2023-12-01,ID,opioid,65.0
2024-01-01,ID,opioid,69.0
2024-02-01,ID,opioid,76.0
2024-03-01,ID,opioid,77.0
2024-04-01,ID,opioid,76.0
2024-05-01,ID,opioid,77.0
2024-06-01,ID,opioid,72.0
2024-07-01,ID,opioid,76.0
2024-08-01,ID,opioid,78.0
2024-09-01,ID,opioid,79.0
2024-10-01,ID,opioid,77.0
2024-11-01,ID,opioid,77.0
2024-12-01,ID,opioid,79.0
2025-01-01,ID,opioid,75.0
2025-02-01,ID,opioid,72.0
2025-03-01,ID,opioid,75.0
2025-04-01,ID,opioid,79.0
2025-05-01,ID,opioid,76.0
2025-06-01,ID,opioid,78.0
2025-07-01,ID,opioid,78.0
2025-08-01,ID,opioid,76.0
2025-09-01,ID,opioid,78.0
2025-10-01,ID,opioid,75.0
2020-03-01,ID,opioid,76.0
2020-04-01,ID,opioid,77.0
2020-05-01,ID,opioid,83.0
2021-02-01,ID,opioid,97.0
2021-04-01,ID,opioid,98.0
2021-05-01,ID,opioid,90.0
2021-06-01,ID,opioid,91.0
2021-07-01,ID,opioid,89.0
2021-08-01,ID,opioid,90.0
2021-09-01,ID,opioid,89.0
2021-10-01,ID,opioid,86.0
2021-11-01,ID,opioid,91.0
2021-12-01,ID,opioid,89.0
2022-01-01,ID,opioid,95.0
2022-02-01,ID,opioid,91.0
2022-03-01,ID,opioid,94.0
2022-04-01,ID,opioid,88.0
2022-05-01,ID,opioid,88.0
2022-06-01,ID,opioid,85.0
2022-07-01,ID,opioid,85.0
2022-08-01,ID,opioid,87.0
2022-09-01,ID,opioid,85.0
2022-10-01,ID,opioid,82.0
2022-11-01,ID,opioid,73.0
2022-12-01,ID,opioid,78.0
2023-01-01,ID,opioid,70.0
2023-02-01,ID,opioid,68.0
